Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 00:00:00;1
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 00:15:00;2
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 00:30:00;3
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 00:45:00;4
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 01:00:00;5
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 01:15:00;6
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 01:30:00;7
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 01:45:00;8
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 02:00:00;9
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 02:15:00;10
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 02:30:00;11
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 02:45:00;12
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 03:00:00;13
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 03:15:00;14
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 03:30:00;15
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 03:45:00;16
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 04:00:00;17
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 04:15:00;18
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 04:30:00;19
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 04:45:00;20
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 05:00:00;21
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 05:15:00;22
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 05:30:00;23
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 05:45:00;24
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 06:00:00;25
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 06:15:00;26
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 06:30:00;27
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 06:45:00;28
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 07:00:00;29
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 07:15:00;30
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 07:30:00;31
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 07:45:00;32
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 08:00:00;33
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 08:15:00;34
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 08:30:00;35
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 08:45:00;36
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_03 09:00:00;37
