Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 00:00:00;1
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 00:15:00;2
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 00:30:00;3
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 00:45:00;4
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 01:00:00;5
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 01:15:00;6
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 01:30:00;7
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 01:45:00;8
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 02:00:00;9
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 02:15:00;10
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 02:30:00;11
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 02:45:00;12
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 03:00:00;13
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 03:15:00;14
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 03:30:00;15
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 03:45:00;16
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 04:00:00;17
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 04:15:00;18
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 04:30:00;19
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 04:45:00;20
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 05:00:00;21
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 05:15:00;22
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 05:30:00;23
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 05:45:00;24
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 06:00:00;25
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 06:15:00;26
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 06:30:00;27
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 06:45:00;28
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 07:00:00;29
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 07:15:00;30
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 07:30:00;31
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 07:45:00;32
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 08:00:00;33
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 08:15:00;34
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 08:30:00;35
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 08:45:00;36
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 09:00:00;37
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 09:15:00;38
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 09:30:00;39
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 09:45:00;40
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 10:00:00;41
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 10:15:00;42
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 10:30:00;43
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 10:45:00;44
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 11:00:00;45
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 11:15:00;46
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 11:30:00;47
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 11:45:00;48
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 12:00:00;49
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 12:15:00;50
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 12:30:00;51
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 12:45:00;52
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 13:00:00;53
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 13:15:00;54
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 13:30:00;55
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 13:45:00;56
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 14:00:00;57
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 14:15:00;58
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 14:30:00;59
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 14:45:00;60
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 15:00:00;61
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 15:15:00;62
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 15:30:00;63
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 15:45:00;64
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 16:00:00;65
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 16:15:00;66
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 16:30:00;67
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 16:45:00;68
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 17:00:00;69
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 17:15:00;70
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 17:30:00;71
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 17:45:00;72
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 18:00:00;73
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 18:15:00;74
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 18:30:00;75
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 18:45:00;76
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 19:00:00;77
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 19:15:00;78
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 19:30:00;79
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 19:45:00;80
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 20:00:00;81
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 20:15:00;82
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 20:30:00;83
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 20:45:00;84
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 21:00:00;85
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 21:15:00;86
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 21:30:00;87
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 21:45:00;88
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 22:00:00;89
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 22:15:00;90
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 22:30:00;91
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 22:45:00;92
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 23:00:00;93
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 23:15:00;94
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 23:30:00;95
Daten/Jahresdaten_2014/Monatsdaten_06/Tagesdaten_07 23:45:00;96
