2014.01.14 00:00:00;1
2014.01.14 00:15:00;2
2014.01.14 00:30:00;3
2014.01.14 00:45:00;4
2014.01.14 01:00:00;5
2014.01.14 01:15:00;6
2014.01.14 01:30:00;7
2014.01.14 01:45:00;8
2014.01.14 02:00:00;9
2014.01.14 02:15:00;10
2014.01.14 02:30:00;11
2014.01.14 02:45:00;12
2014.01.14 03:00:00;13
2014.01.14 03:15:00;14
2014.01.14 03:30:00;15
2014.01.14 03:45:00;16
2014.01.14 04:00:00;17
2014.01.14 04:15:00;18
2014.01.14 04:30:00;19
2014.01.14 04:45:00;20
2014.01.14 05:00:00;21
2014.01.14 05:15:00;22
2014.01.14 05:30:00;23
2014.01.14 05:45:00;24
2014.01.14 06:00:00;25
2014.01.14 06:15:00;26
2014.01.14 06:30:00;27
2014.01.14 06:45:00;28
2014.01.14 07:00:00;29
2014.01.14 07:15:00;30
2014.01.14 07:30:00;31
2014.01.14 07:45:00;32
2014.01.14 08:00:00;33
2014.01.14 08:15:00;34
2014.01.14 08:30:00;35
2014.01.14 08:45:00;36
2014.01.14 09:00:00;37
2014.01.14 09:15:00;38
2014.01.14 09:30:00;39
2014.01.14 09:45:00;40
2014.01.14 10:00:00;41
2014.01.14 10:15:00;42
2014.01.14 10:30:00;43
2014.01.14 10:45:00;44
2014.01.14 11:00:00;45
2014.01.14 11:15:00;46
2014.01.14 11:30:00;47
2014.01.14 11:45:00;48
2014.01.14 12:00:00;49
2014.01.14 12:15:00;50
2014.01.14 12:30:00;51
2014.01.14 12:45:00;52
2014.01.14 13:00:00;53
2014.01.14 13:15:00;54
2014.01.14 13:30:00;55
2014.01.14 13:45:00;56
2014.01.14 14:00:00;57
2014.01.14 14:15:00;58
2014.01.14 14:30:00;59
2014.01.14 14:45:00;60
2014.01.14 15:00:00;61
2014.01.14 15:15:00;62
2014.01.14 15:30:00;63
2014.01.14 15:45:00;64
2014.01.14 16:00:00;65
2014.01.14 16:15:00;66
2014.01.14 16:30:00;67
2014.01.14 16:45:00;68
2014.01.14 17:00:00;69
2014.01.14 17:15:00;70
2014.01.14 17:30:00;71
2014.01.14 17:45:00;72
2014.01.14 18:00:00;73
2014.01.14 18:15:00;74
2014.01.14 18:30:00;75
2014.01.14 18:45:00;76
2014.01.14 19:00:00;77
2014.01.14 19:15:00;78
2014.01.14 19:30:00;79
2014.01.14 19:45:00;80
2014.01.14 20:00:00;81
2014.01.14 20:15:00;82
2014.01.14 20:30:00;83
2014.01.14 20:45:00;84
2014.01.14 21:00:00;85
2014.01.14 21:15:00;86
2014.01.14 21:30:00;87
2014.01.14 21:45:00;88
2014.01.14 22:00:00;89
2014.01.14 22:15:00;90
2014.01.14 22:30:00;91
2014.01.14 22:45:00;92
2014.01.14 23:00:00;93
2014.01.14 23:15:00;94
2014.01.14 23:30:00;95
2014.01.14 23:45:00;96
